Date,Aluminium [€/t] (Finanzen.net),Blei [€/t] (Finanzen.net),"Zink [€/t] (Finanzen,net)",Nickel [€/t] (Finanzen.net),Kupfer [€/t],Eisenerz [€/t] (Finanzen.net),Strom [€/MWh] (Finanzen.net),Arbeitskosten Deutschland [€/h] (Eurostat),Platinum [€/g] (Heraeus),Gold [€/g] (Heraeus),Silber [€/kg] (Heraeus),Palladium [€/g] (Heraeus),Rhodium [€/g] (Heraeus),Iridium [€/g] (Heraeus),Ruthenium [€/g] (Heraeus),Erdgas [€/MWh] (Finanzen.net),Stahl HRB [€/t] (SteelBenchmarker),ABS Granulat [€/kg] (Plasticker),PC Granulat [€/kg] (Plasticker),PBT Granulat [€/kg] (Plasticker),PA 6 Granulat [€/kg] (Plasticker),PA 6.6 Granulat [€/kg] (Plasticker),POM Granulat [€/kg] (Plasticker),PE-HD Granulat [€/kg] (Plasticker),PE-LD [€/kg] (Plasticker),PP [€/kg] (Plasticker),PS [€/kg] (Plasticker), Holz [€/t] (finanzen.net),Messing MS 58 1. V. Stufe [€/kg] (Westmetall),Molybdän [€/kg]
06.09.2018,"1.754,91","1.732,12","2.105,47","10.629,27",5078.93,58.61,52.95,,,,,,,,,0.698047389,,,,,,,,,,,,,4.79,
07.09.2018,,,,,,,54.47,,24.22,36.43,475.53,27.58,64.77,41.25,8.2,,,,,,,,,,,,,,4.73,
08.09.2018,,,,,,,,,24.12,35.67,460.93,26.31,68.08,42.11,8.31,,,,,,,,,,,,,,,
09.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.09.2018,"1.805,80","1.729,73","2.050,17","10.622,76",5078.22,58.76,56.72,,23.89,35.28,433.54,31.51,75.69,44,8.88,0.706846306,,,,,,,,,,,,,4.72,
11.09.2018,"1.761,54","1.674,93","1.983,24","10.464,52",5036.21,58.41,56.91,,25.18,36.37,433.62,33.05,72.94,44.64,8.95,0.715645222,,,,,,,,,,,,,4.7,
12.09.2018,"1.774,87","1.721,34","2.028,76","10.785,97",5143.39,58.46,56.11,,,,,,,,,0.71271225,,,,,,,,,,,,,4.73,
13.09.2018,"1.765,23","1.695,10","2.005,35","10.713,71",5143.04,58.42,52.65,,23.12,35.26,424.4,28.28,69.53,42.28,8.56,0.706846306,,,,,,,,,,,,,4.78,
14.09.2018,"1.755,98","1.744,38","1.990,85","10.807,08",5114.74,58.82,50.63,,23.02,35.05,422.56,28.31,69.46,42.24,8.56,0.698047389,,,,,,,,,,,,,4.7,
15.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.09.2018,"1.738,91","1.767,15","1.967,82","10.404,35",5066.11,58.68,53.35,,22.96,35.07,421.49,28.27,70.14,43.07,8.55,0.703913333,,,,,,,,,,,,,4.65,
18.09.2018,"1.743,86","1.770,00","1.993,23","10.551,01",5196.45,58.78,53.01,,23.2,34.93,421.89,28.75,70.53,43.05,8.7,0.736176028,,,,,,,,,,,,,4.75,
19.09.2018,"1.735,41","1.720,42","2.069,90","10.638,57",5222.07,58.82,53.29,,23.44,35.11,422.56,29.83,72.3,43.1,8.7,0.730310083,,,,,,,,,,,,,4.8,
20.09.2018,"1.734,81","1.691,08","2.076,17","10.649,17",5158.58,58.31,55.78,,23.5,34.97,422.05,29.97,72.67,42.89,8.67,0.742041972,,,,,,,,,,,,,4.8,
21.09.2018,"1.779,57","1.732,77","2.126,60","11.205,53",5429.36,58.46,55.13,,23.46,34.67,420.98,29.96,74.32,42.88,8.65,0.744974944,,,,,,,,,,,,,4.87,
22.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.09.2018,"1.753,12","1.731,84","2.180,33","10.947,62",5408.28,58.45,56.06,,23.54,34.78,422.1,30.25,74.26,42.84,8.65,0.759639806,,,,,,,,,,,,,4.97,
25.09.2018,"1.760,08","1.693,58","2.136,57","10.929,76",5366.72,58.32,55.01,,23.45,34.77,424.14,30.49,74.11,42.75,8.63,0.768438722,,,,,,,,,,,,,4.95,
26.09.2018,"1.758,34","1.676,60","2.174,51","10.840,85",5338.91,58.46,53.66,,23.54,34.85,427.98,30.45,74.26,42.84,8.65,0.753773861,,,,,,,,,,,,,4.95,
27.09.2018,"1.743,99","1.714,35","2.170,96","10.716,49",5311.01,59.01,53.95,,23.35,34.58,422.42,31.03,74.58,43.02,8.69,0.771371694,,,,,,,,,,,,,4.94,
28.09.2018,"1.776,67","1.742,85","2.290,63","10.776,32",5396.78,59.22,53.96,,23.41,34.89,427.76,31.62,75.42,43.51,8.79,0.759639806,,,,,,,,,,,,,4.99,
29.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.09.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.10.2018,"1.800,04","1.741,31","2.331,68","10.715,61",5405.74,59.08,54.38,,26.82,37.67,496.42,30.77,48.39,28.35,6.29,0.783103583,,,,,,,,,,,,,4.99,
02.10.2018,"1.834,00","1.767,76","2.324,98","10.755,51",5444.86,59.61,55.13,,,,,,,,,0.803634389,,,,,,,,,,,,,5.13,
03.10.2018,"1.920,85","1.741,26","2.331,84","11.038,36",5453.01,60.15,54.91,,,,,,,,,0.824165194,,,,,,,,,,,,,,
04.10.2018,"1.884,15","1.725,43","2.329,67","10.771,20",5461.16,59.50,55.35,,25.18,36.91,466.42,25.83,56.27,29.74,6.94,0.806567361,,,,,,,,,,,,,5.16,
05.10.2018,"1.846,63","1.713,99","2.312,63","10.870,87",5346.57,60.03,55.85,,,,,,,,,0.797768444,,,,,,,,,,,,,5.07,
06.10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.10.2018,,,,,,,,,23.93,36.36,473.42,27.24,65.47,41.43,8.23,,,,,,,,,,,,,,,
08.10.2018,"1.798,56","1.694,80","2.301,50","10.872,74",5372.42,60.29,56.34,,24.15,36.08,464.25,26.75,69.27,42.66,8.41,0.835897083,,,,,,,,,,,,,5.07,
09.10.2018,"1.788,84","1.661,16","2.366,12","10.784,36",5481.58,60.98,55.28,,22.73,35.05,424.37,28.62,70.15,42.66,8.63,0.835897083,,,,,,,,,,,,,5.13,
10.10.2018,"1.775,60","1.644,62","2.286,51","10.932,91",5422.21,61.06,53.27,,23.84,35.31,434.89,31.66,73.69,43.92,8.87,0.835897083,,,,,,,,,,,,,5.15,
11.10.2018,"1.742,66","1.738,34","2.271,92","10.871,33",5399.01,60.60,51.96,,,,,,,,,0.815366278,,,,,,,,,,,,,5.01,
12.10.2018,"1.764,81","1.788,59","2.313,66","10.876,78",5463.91,60.95,53.48,,23.02,37.19,441.86,36.02,76.41,44.36,8.89,0.800701417,,,,,,,,,,,,,5.13,
13.10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.10.2018,"1.749,90","1.806,88","2.267,45","10.821,00",5441.36,60.91,52.75,,24.32,36.27,442.28,31.44,72.11,43.58,8.8,0.821232222,,,,,,,,,,,,,5.1,
16.10.2018,"1.757,62","1.772,74","2.279,97","10.815,73",5359.47,60.99,52.72,,24.26,36.07,439.31,31.54,71.3,43.53,8.79,0.821232222,,,,,,,,,,,,,5.04,
17.10.2018,"1.758,26","1.766,52","2.356,96","10.694,35",5405.22,62.09,52.47,,24.3,36.08,440.67,31.48,71.42,43.6,8.81,0.847628972,,,,,,,,,,,,,5.09,
18.10.2018,"1.756,93","1.729,00","2.384,03","10.714,38",5374.21,62.32,52.63,,24.05,36.27,439.06,31.32,72.51,43.83,8.85,0.81829925,,,,,,,,,,,,,5.05,
19.10.2018,"1.737,13","1.712,85","2.321,23","10.729,80",5401.33,61.92,54.29,,24.17,36.56,442.21,31.71,72.74,43.96,8.87,0.827098167,,,,,,,,,,,,,5.11,
20.10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.10.2018,"1.750,47","1.734,55","2.371,46","10.856,48",5444.81,62.54,53.12,,23.9,36.21,438.23,32.64,72.58,44.16,8.86,0.803634389,,,,,,,,,,,,,5.16,
23.10.2018,"1.744,02","1.742,28","2.371,99","10.712,08",5398.96,62.57,52.54,,24.15,36.79,446.74,33.29,72.74,44.25,8.87,0.821232222,,,,,,,,,,,,,5.09,
24.10.2018,"1.751,83","1.758,41","2.377,30","10.857,49",5428.31,63.20,52.64,,24.19,36.69,446.6,33.33,72.97,44.38,8.91,0.815366278,,,,,,,,,,,,,5.16,
25.10.2018,"1.753,20","1.756,93","2.364,71","10.614,15",5497.87,63.50,52.54,,24.13,36.83,445.13,32.77,72.2,44.54,8.94,0.824165194,,,,,,,,,,,,,5.15,
26.10.2018,"1.748,87","1.737,28","2.366,84","10.358,44",5433.06,63.38,51.71,,24.26,37.18,449.95,32.55,71.9,44.72,8.97,0.81829925,,,,,,,,,,,,,5.14,
27.10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.10.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.10.2018,"1.744,41","1.708,14","2.356,79","10.274,76",5432.36,63.82,50.91,,24.6,36.85,448.77,32.83,71.62,44.54,8.94,0.821232222,,,,,,,,,,,,,5.18,
30.10.2018,"1.734,19","1.692,53","2.294,47","10.306,37",5357.28,64.10,49.41,,24.38,36.76,440.16,31.7,71.07,44.56,8.94,0.824165194,,,,,,,,,,,,,5.11,
31.10.2018,"1.726,09","1.680,14","2.254,69","10.095,43",5333.78,64.33,49.55,,24.68,36.59,437.6,32.23,71.44,44.79,8.98,0.844696,,,,,,,,,,,,,5.04,
01.11.2018,"1.723,88","1.683,55","2.276,08","10.275,33",5350.96,64.00,48.35,,27.13,37.37,490.2,30.18,48.3,28.28,6.28,0.832964111,,,,,,,,,,,,,5.04,
02.11.2018,"1.732,53","1.727,92","2.283,54","10.414,91",5548.82,64.03,49.25,,,,,,,,,0.844696,,,,,,,,,,,,,5.14,
03.11.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.11.2018,,,,,,,,,25.13,36.97,464.19,26.14,56.8,29.74,6.94,,,,,,,,,,,,,,,
05.11.2018,"1.730,86","1.670,61","2.243,99","10.232,24",5439.29,64.76,49.45,,25.9,37.78,488.77,28.4,58.92,36.82,7.95,0.918020306,,,,,,,,,,,,,5.12,
06.11.2018,"1.707,89","1.651,85","2.225,38","10.244,30",5414.82,64.95,49.51,,25.67,37.48,495.41,29.15,64.6,41.43,8.33,0.915087333,,,,,,,,,,,,,5.09,
07.11.2018,"1.736,43","1.666,23","2.189,13","10.272,93",5398.24,64.89,50.79,,23.84,36.26,471.25,27.05,65.42,41.4,8.22,0.912154361,,,,,,,,,,,,,5.04,
08.11.2018,"1.750,76","1.746,58","2.276,43","10.302,20",5430.43,65.99,51.82,,,,,,,,,0.912154361,,,,,,,,,,,,,5.03,
09.11.2018,"1.723,48","1.725,69","2.280,93","10.052,48",5361.41,66.66,51.26,,22.64,35.06,423.09,28.39,69.94,42.54,8.61,0.962014889,,,,,,,,,,,,,5.04,
10.11.2018,,,,,,,,,23.87,35.53,433.45,31.61,73.24,43.65,8.82,,,,,,,,,,,,,,,
11.11.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.11.2018,"1.730,14","1.699,63","2.283,40","10.085,08",5411.15,67.06,53.71,,22.91,37.36,445.8,37,76.59,44.64,8.95,0.991344611,,,,,,,,,,,,,5.07,
13.11.2018,"1.713,67","1.707,47","2.253,75","9.971,67",5390.68,66.39,53.83,,24.87,36.31,430.45,33.09,74.96,44.98,9.03,1.064668917,,,,,,,,,,,,,5.12,
14.11.2018,"1.717,42","1.707,47","2.268,75","9.926,19",5398.42,66.12,52.85,,24.65,36.18,429.7,33.6,75,44.74,8.97,1.255312111,,,,,,,,,,,,,5.08,
15.11.2018,"1.702,63","1.687,85","2.338,14","9.870,25",5470.67,66.15,52.76,,24.64,36.51,435.58,33.92,75.07,44.77,8.98,1.047071083,,,,,,,,,,,,,5.16,
16.11.2018,"1.686,30","1.727,80","2.333,65","9.810,94",5409.62,65.26,52.42,,24.66,36.66,435.68,34.88,74.77,44.6,8.95,1.088132694,,,,,,,,,,,,,5.14,
17.11.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.11.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.11.2018,"1.688,42","1.732,07","2.354,53","9.697,50",5493.47,65.74,50.74,,24.72,36.45,436.27,34.73,75.23,44.44,8.92,1.202518611,,,,,,,,,,,,,5.16,
20.11.2018,"1.706,47","1.706,47","2.326,60","9.699,61",5458.94,65.87,51.31,,24.6,36.6,436.96,33.82,75.3,44.49,8.93,1.167322944,,,,,,,,,,,,,5.16,
21.11.2018,"1.716,08","1.739,80","2.338,91","9.620,50",5507.09,65.76,52.05,,24.84,36.58,438.03,34.08,76.46,44.56,8.94,1.146792139,,,,,,,,,,,,,5.15,
22.11.2018,"1.706,33","1.726,93","2.342,32","9.557,09",5510.63,,52.65,,24.69,36.66,440.21,33.97,76.25,44.44,8.92,,,,,,,,,,,,,,5.15,
23.11.2018,"1.719,07","1.714,00","2.305,18","9.569,13",5500.77,65.46,52.51,,24.61,36.6,437.1,33.94,76.19,44.4,8.91,1.114529444,,,,,,,,,,,,,5.14,
24.11.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.11.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.11.2018,"1.722,04","1.694,68","2.250,17","9.533,20",5489.52,64.93,51.28,,24.77,36.76,438.49,34.08,76.59,44.64,8.95,1.099864583,,,,,,,,,,,,,5.13,
27.11.2018,"1.709,39","1.669,10","2.226,06","9.474,48",5450.26,64.76,52.59,,24.71,36.69,433.97,34.01,76.76,44.74,8.97,1.105730528,,,,,,,,,,,,,5.08,
28.11.2018,"1.699,81","1.678,69","2.239,13","9.437,36",5493.58,64.16,51.98,,24.46,36.67,434.05,35.14,77.39,44.94,9.01,1.217183472,,,,,,,,,,,,,5.12,
29.11.2018,"1.703,77","1.684,89","2.255,30","9.646,51",5486.76,63.76,52.44,,24.28,36.68,436.62,34.89,76.71,44.54,8.94,1.196652667,,,,,,,,,,,,,5.15,
30.11.2018,"1.735,74","1.737,95","2.353,62","9.871,46",5520.15,64.08,52.46,,23.56,36.59,430.73,35.24,77.01,44.72,8.97,1.199585639,,,,,,,,,,,,,5.15,
01.12.2018,,,,,,,,,27.32,37.45,491.01,30.45,47.35,28.06,6.22,,,,,,,,,,,,,,,
02.12.2018,,,,,,,,,26.25,36.7,464.4,27.05,50.48,27.74,6.3,,,,,,,,,,,,,,,
03.12.2018,"1.738,36","1.719,87","2.371,10","9.845,01",5558.98,57.74,52.97,,26.06,36.52,464.66,27.15,51.05,28.21,6.4,1.120395389,,,,,,,,,,,,,5.23,
04.12.2018,"1.740,59","1.754,03","2.390,44","9.770,30",5477.91,58.93,52.27,,25.12,37.15,465.05,26.01,57.07,29.88,6.98,1.152658083,,,,,,,,,,,,,5.21,
05.12.2018,"1.735,18","1.735,18","2.417,27","9.831,24",5441.73,59.53,51.67,,,,,,,,,1.155591056,,,,,,,,,,,,,5.14,
06.12.2018,"1.701,45","1.731,77","2.379,05","9.474,45",5342.97,58.00,51.54,,25.61,37.55,496.26,29.12,64.71,41.5,8.34,1.117462417,,,,,,,,,,,,,5.11,
07.12.2018,"1.716,42","1.740,78","2.353,82","9.521,95",5398.61,58.61,52.11,,24,36.29,472.17,27.29,65.66,41.55,8.25,1.155591056,,,,,,,,,,,,,5.11,
08.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.12.2018,,,,,,,,,22.73,35.09,422.32,28.35,70.06,42.61,8.62,,,,,,,,,,,,,,,
10.12.2018,"1.706,96","1.706,96","2.330,12","9.450,39",5362.66,58.58,52.61,,24.15,35.84,434.97,31.35,72.89,43.45,8.77,1.176121861,,,,,,,,,,,,,5.08,
11.12.2018,"1.712,82","1.736,01","2.355,90","9.448,79",5450.73,58.95,52.82,,25.22,36.51,436.33,33.13,74.69,45.07,9.05,1.143859167,,,,,,,,,,,,,5.11,
12.12.2018,"1.704,84","1.729,68","2.326,02","9.431,57",5402.69,58.75,53.37,,23.32,37.32,449.96,37.43,75.6,44.66,8.96,1.067601889,,,,,,,,,,,,,5.13,
13.12.2018,"1.701,15","1.710,40","2.318,39","9.492,38",5422.65,59.22,54.72,,23.38,37.2,448.76,37.38,75.21,44.31,8.8,1.064668917,,,,,,,,,,,,,5.14,
14.12.2018,"1.702,99","1.716,48","2.271,54","9.734,74",5418.23,60.03,55.92,,23.39,37.32,447.44,36.64,75.52,44.66,8.86,0.994277583,,,,,,,,,,,,,5.08,
15.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.12.2018,"1.711,09","1.694,79","2.281,60","9.610,56",5370.72,60.02,56.72,,23.21,37.34,448.08,37.37,75.31,44.55,8.84,0.912154361,,,,,,,,,,,,,5.05,
18.12.2018,"1.693,05","1.728,67","2.268,25","9.560,69",5228.45,60.24,55.79,,23.18,37.34,448.17,37.3,74.23,44.25,8.79,0.991344611,,,,,,,,,,,,,5.01,
19.12.2018,"1.693,47","1.722,69","2.288,87","9.550,93",5264.52,60.37,56.33,,23.21,37.41,448.11,36.94,72.97,44.09,8.75,0.962014889,,,,,,,,,,,,,4.97,
20.12.2018,"1.669,50","1.721,02","2.261,51","9.458,20",5219.38,60.35,55.48,,23,37.23,445.75,37.26,72.68,43.92,8.72,0.918020306,,,,,,,,,,,,,4.96,
21.12.2018,"1.673,09","1.718,23","2.237,95","9.461,88",5230.06,60.46,55.81,,23.01,37.46,444.76,36.93,73.06,44.16,8.76,0.982545694,,,,,,,,,,,,,4.96,
22.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.12.2018,"1.659,73","1.738,63","2.218,23","9.469,99",5200.78,60.31,,,,,,,,,,0.891623556,,,,,,,,,,,,,,
25.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.12.2018,,,,,,60.61,,,,,,,,,,0.915087333,,,,,,,,,,,,,,
27.12.2018,"1.619,86","1.778,22","2.237,10","9.337,71",5222.22,60.37,54.82,,23.31,38,459.51,37.25,73.18,44.23,8.77,0.932685167,,,,,,,,,,,,,4.96,
28.12.2018,"1.611,35","1.792,14","2.177,29","9.298,69",5228.82,60.44,63.44,,23.26,38.06,463.05,37.23,72.74,43.96,8.72,0.844696,,,,,,,,,,,,,4.94,
29.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.12.2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.12.2018,"1.609,98","1.750,39","2.196,49","9.248,65",5188.38,60.35,,,,,,,,,,0.750840889,,,,,,,,,,,,,,
01.01.2019,,,,,,,,,,,,,,,,,,1.48,1.53,1.57,1.75,2.15,1.44,0.75,0.6,0.79,0.84,,,
02.01.2019,"1.585,77","1.711,52","2.179,67","9.522,59",5135.02,62.71,62.98,,24.07,39.25,483.45,40.24,73.69,43.92,8.72,0.76550575,,,,,,,,,,,,,4.82,
03.01.2019,"1.610,43","1.685,90","2.153,67","9.474,75",5014.48,63.39,61.06,,25.45,39.08,471.16,46.26,83.74,43.98,8.63,0.759639806,,,,,,,,,,,,,4.85,
04.01.2019,"1.640,57","1.704,79","2.207,95","9.713,67",5187.59,64.29,61.41,,25.29,39.18,466.37,42.56,92.84,44.51,8.73,0.783103583,,,,,,,,,,,,,4.83,
05.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.01.2019,"1.636,89","1.690,48","2.243,81","9.655,80",5144.87,64.61,47.87,,24.92,41.9,464.49,45.97,102.34,44.16,7.89,0.750840889,,,,,,,,,,,,,4.86,
08.01.2019,"1.629,74","1.708,62","2.212,32","9.713,30",5145.32,64.87,48.57,,25.57,43.36,501.35,44.71,112.59,45.33,8.1,0.762572778,,,,,,,,,,,,,4.86,
09.01.2019,"1.604,24","1.697,12","2.176,66","9.685,21",5141.16,64.14,47.97,,,,,,,,,0.756706833,,,,,,,,,,,,,4.9,
10.01.2019,"1.618,61","1.708,63","2.153,08","9.736,03",5138.29,64.34,47.99,,26.81,46.16,546.88,51.06,162.99,46.92,8.22,0.756706833,,,,,,,,,,,,,4.81,
11.01.2019,"1.601,40","1.734,63","2.178,81","9.955,52",5163.54,64.74,48.72,,28.19,46.05,560.55,54.53,162.46,45.99,8.01,0.7919025,,,,,,,,,,,,,4.82,
12.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.01.2019,"1.594,00","1.715,64","2.170,39","9.901,03",5115.97,64.71,48.04,,23.46,38.28,469.86,39.02,71.85,43.87,8.71,0.918020306,,,,,,,,,,,,,4.81,
15.01.2019,"1.617,71","1.711,31","2.154,32","10.224,46",5160.89,65.16,48.11,,23.44,38.43,471.71,39.17,72.14,44.03,8.74,0.900422472,,,,,,,,,,,,,4.84,
16.01.2019,"1.631,20","1.716,54","2.192,34","10.146,54",5210.59,65.31,48.93,,23.49,38.56,475.19,39.96,72.4,44.2,8.76,0.87109275,,,,,,,,,,,,,4.88,
17.01.2019,"1.631,69","1.709,63","2.243,13","10.139,19",5238.21,65.43,51.06,,23.58,38.61,472.47,41.15,72.49,44.25,8.79,0.876958694,,,,,,,,,,,,,4.89,
18.01.2019,"1.644,68","1.749,12","2.278,36","10.353,12",5302.99,66.09,51.51,,23.67,38.32,469.93,41.65,73.06,44.16,8.76,0.8974895,,,,,,,,,,,,,4.97,
19.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.01.2019,"1.628,78","1.765,09","2.283,54","10.210,63",5234.16,,50.39,,23.56,38.38,465.79,40.94,73.21,44.25,8.79,,,,,,,,,,,,,,4.94,
22.01.2019,"1.657,21","1.771,40","2.278,11","10.135,53",5196.26,65.61,51.67,,23.2,38.4,465.91,40.06,73.96,44.35,8.8,0.786036556,,,,,,,,,,,,,4.95,
23.01.2019,"1.677,43","1.775,84","2.309,21","10.217,48",5201.22,65.53,51.77,,23.34,38.52,470.47,40.3,73.96,44.35,8.8,0.768438722,,,,,,,,,,,,,4.94,
24.01.2019,"1.672,71","1.833,75","2.343,39","10.358,34",5215.01,66.01,51.12,,23.32,38.38,466.4,39.24,74.23,44.25,8.79,0.803634389,,,,,,,,,,,,,4.93,
25.01.2019,"1.688,43","1.851,56","2.358,97","10.470,91",5309.33,65.64,50.42,,23.93,38.7,475.04,39.59,74.4,44.35,8.8,0.821232222,,,,,,,,,,,,,4.95,
26.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.01.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.01.2019,"1.633,56","1.807,68","2.353,22","10.290,49",5231.43,65.89,49.78,,23.67,38.82,475.07,39.45,74.08,44.16,8.76,0.747907917,,,,,,,,,,,,,5.01,
29.01.2019,"1.654,42","1.802,20","2.327,30","10.540,40",5275.01,66.01,49.77,,23.89,39.04,481.9,39.36,73.91,44.05,8.74,0.756706833,,,,,,,,,,,,,5,
30.01.2019,"1.663,04","1.806,74","2.344,76","10.695,87",5330.31,65.84,49.55,,23.98,39.2,485.75,39.53,73.94,44.07,8.74,0.727377111,,,,,,,,,,,,,5.03,
31.01.2019,"1.668,71","1.834,27","2.385,11","10.839,16",5374.15,66.42,48.77,,23.87,39.31,486.43,40.35,73.59,43.87,8.71,0.721511167,,,,,,,,,,,,,5.07,
01.02.2019,"1.643,97","1.846,08","2.434,96","10.993,10",5339.41,75.89,49.03,,23.06,38.74,468.53,37.34,73.21,44.25,8.79,0.698047389,,,,,,,,,,,,,5.06,
02.02.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.02.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.02.2019,"1.678,18","1.846,96","2.455,62","11.538,26",5378.66,75.67,48.11,,25.31,39.16,466.58,43.23,90.92,44.65,8.76,0.683382528,,,,,,,,,,,,,5.07,
05.02.2019,"1.685,00","1.826,81","2.403,67","11.378,16",5450.41,77.29,48.55,,25.37,38.55,452.48,40.7,88.16,44.74,8.31,0.683382528,,,,,,,,,,,,,5.14,
06.02.2019,"1.678,03","1.821,24","2.380,22","11.311,98",5508.82,78.30,49.71,,,,,,,,,0.6863155,,,,,,,,,,,,,5.15,
07.02.2019,"1.669,90","1.817,14","2.400,59","11.382,03",5491.11,81.37,49.06,,24.68,41.96,465.22,46.07,102.7,44.31,7.91,0.65991875,,,,,,,,,,,,,5.19,
08.02.2019,"1.656,47","1.816,30","2.379,46","11.000,62",5451.76,81.13,47.83,,25.48,44.22,505.79,42.14,109.93,45.18,8.08,0.665784694,,,,,,,,,,,,,5.17,
09.02.2019,,,,,,,,,28.19,47.21,577.97,46.57,156.76,45.52,8.13,,,,,,,,,,,,,,,
10.02.2019,,,,,,,,,26.93,46.45,551.16,51.7,162.09,46.66,8.18,,,,,,,,,,,,,,,
11.02.2019,"1.666,96","1.798,63","2.343,72","11.001,06",5440.46,80.53,47.02,,,,,,,,,0.6863155,,,,,,,,,,,,,5.13,
12.02.2019,"1.642,69","1.782,37","2.296,54","10.881,37",5377.13,78.07,46.53,,26.9,44.95,532.16,56.16,181.89,46.6,8.11,0.695114417,,,,,,,,,,,,,5.11,
13.02.2019,"1.652,75","1.784,70","2.304,07","10.950,77",5441.18,78.21,45.69,,23.22,39.41,482.19,41.92,76.02,44.3,8.67,0.671650639,,,,,,,,,,,,,5.08,
14.02.2019,"1.637,89","1.800,58","2.291,72","10.894,20",5433.61,78.22,45.85,,23.22,39.43,481.47,42.04,76.4,44.52,8.71,0.668717667,,,,,,,,,,,,,5.16,
15.02.2019,"1.646,37","1.829,69","2.347,78","10.910,86",5484.66,78.43,46.47,,23.28,39.74,480.91,42.45,78.07,44.49,8.73,0.683382528,,,,,,,,,,,,,5.17,
16.02.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.02.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.02.2019,"1.641,03","1.782,05","2.347,92","10.698,50",5599.47,,46.11,,23.79,39.86,483.87,43.2,79.86,44.25,8.69,,,,,,,,,,,,,,5.19,
19.02.2019,"1.637,05","1.767,36","2.364,28","10.935,39",5595.59,78.09,46.31,,23.97,39.9,483.07,43.92,80.66,44.29,8.69,0.689248472,,,,,,,,,,,,,5.21,
20.02.2019,"1.646,47","1.786,61","2.401,39","11.306,69",5665.68,77.97,46.92,,24.22,40.41,491.35,44.41,81.14,44.16,8.67,0.683382528,,,,,,,,,,,,,5.27,
21.02.2019,"1.680,12","1.814,83","2.384,35","11.267,80",5639.63,77.64,46.31,,24.24,40.07,487.68,43.85,80.41,44.16,8.67,0.698047389,,,,,,,,,,,,,5.28,
22.02.2019,"1.686,73","1.819,64","2.418,11","11.387,82",5747.92,77.73,46.14,,24.56,39.82,485.94,43.86,80.38,44.14,8.67,0.703913333,,,,,,,,,,,,,5.35,
23.02.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.02.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
